,URL,Job_Title,Company
170,https://www.seek.co.nz/job/50063173?type=standard#searchRequestToken=a2659844-1bef-436a-93e4-61ca929d98be,3D Full Stack Developer,Consultus Recruitment & Research
171,https://www.seek.co.nz/job/50063110?type=standard#searchRequestToken=a2659844-1bef-436a-93e4-61ca929d98be,Senior Python Developer,Robert Half Technology
172,https://www.seek.co.nz/job/50063080?type=standout#searchRequestToken=a2659844-1bef-436a-93e4-61ca929d98be,Site Reliability Engineer/ DevOps,Workday
173,https://www.seek.co.nz/job/50063060?type=standout#searchRequestToken=a2659844-1bef-436a-93e4-61ca929d98be,Senior control systems / Auto Engineer,Lloyd Executive Ltd
174,https://www.seek.co.nz/job/50062800?type=standout#searchRequestToken=a2659844-1bef-436a-93e4-61ca929d98be,Junior Data Engineer,RWA People - Connecting ITpeople with outstanding jobs
175,https://www.seek.co.nz/job/50061875?type=standout#searchRequestToken=a2659844-1bef-436a-93e4-61ca929d98be,Senior Risk Modelling Analyst ,Hudson - Risk and Compliance
176,https://www.seek.co.nz/job/50061741?type=standout#searchRequestToken=a2659844-1bef-436a-93e4-61ca929d98be,Senior Full Stack Developer (Data Team),Spider Tracks Limited
177,https://www.seek.co.nz/job/50061402?type=standout#searchRequestToken=a2659844-1bef-436a-93e4-61ca929d98be,Senior Full Stack Developer,Robert Walters
178,https://www.seek.co.nz/job/50061302?type=standout#searchRequestToken=a2659844-1bef-436a-93e4-61ca929d98be,Data Engineer,Finite920
179,https://www.seek.co.nz/job/50061069?type=standard#searchRequestToken=a2659844-1bef-436a-93e4-61ca929d98be,Senior Software Engineer,Xtracta Limited
180,https://www.seek.co.nz/job/50060432?type=standard#searchRequestToken=a2659844-1bef-436a-93e4-61ca929d98be,Senior Python Developer,Vidapp
181,https://www.seek.co.nz/job/50060238?type=standout#searchRequestToken=f088b7af-2430-47be-b4f6-a0b6e6c5539a,Data Engineer,Halo Consulting Ltd
182,https://www.seek.co.nz/job/50059827?type=standout#searchRequestToken=f088b7af-2430-47be-b4f6-a0b6e6c5539a,Senior Software Engineer,Hays Information Technology
183,https://www.seek.co.nz/job/50059825?type=standout#searchRequestToken=f088b7af-2430-47be-b4f6-a0b6e6c5539a,Enthusiastic Blockchain developer ,Find Recruitment Limited
184,https://www.seek.co.nz/job/50059734?type=standout#searchRequestToken=f088b7af-2430-47be-b4f6-a0b6e6c5539a,Senior Cloud Engineer,Theta
185,https://www.seek.co.nz/job/50059441?type=standard#searchRequestToken=f088b7af-2430-47be-b4f6-a0b6e6c5539a,Full Stack Web Developer,Timecloud
186,https://www.seek.co.nz/job/50058870?type=standout#searchRequestToken=f088b7af-2430-47be-b4f6-a0b6e6c5539a,Senior Full-Stack JS Developer,Potentia
187,https://www.seek.co.nz/job/50058807?type=standout#searchRequestToken=f088b7af-2430-47be-b4f6-a0b6e6c5539a,Senior Full-Stack JS Developer,Potentia
188,https://www.seek.co.nz/job/50058176?type=standout#searchRequestToken=f088b7af-2430-47be-b4f6-a0b6e6c5539a,Embedded C/C++ Developer - Payments & Technology,Windcave Limited
189,https://www.seek.co.nz/job/50056318?type=standout#searchRequestToken=f088b7af-2430-47be-b4f6-a0b6e6c5539a,Lead Engineer - Buy Now Pay Later,Latitude Financial Services
190,https://www.seek.co.nz/job/50056264?type=standout#searchRequestToken=f088b7af-2430-47be-b4f6-a0b6e6c5539a,Software Engineer - Tester,Latitude Financial Services
191,https://www.seek.co.nz/job/50056250?type=standout#searchRequestToken=f088b7af-2430-47be-b4f6-a0b6e6c5539a,Software Engineers - JAVA HTML5 Microservices,Latitude Financial Services
192,https://www.seek.co.nz/job/50055091?type=standard#searchRequestToken=f088b7af-2430-47be-b4f6-a0b6e6c5539a,Full Stack Developer - Rails and AngularJS,Techspace Consulting Limited
193,https://www.seek.co.nz/job/50054470?type=standout#searchRequestToken=f088b7af-2430-47be-b4f6-a0b6e6c5539a,Intermediate Developer,Halo Consulting Ltd
194,https://www.seek.co.nz/job/50054326?type=standout#searchRequestToken=f088b7af-2430-47be-b4f6-a0b6e6c5539a,Senior Data Engineer,Halo Consulting Ltd
195,https://www.seek.co.nz/job/50054325?type=standout#searchRequestToken=f088b7af-2430-47be-b4f6-a0b6e6c5539a,Technical Lead/ Development Team Lead,Halo Consulting Ltd
196,https://www.seek.co.nz/job/50054160?type=standout#searchRequestToken=f088b7af-2430-47be-b4f6-a0b6e6c5539a,Software Developer,Halo Consulting Ltd
197,https://www.seek.co.nz/job/50054161?type=standout#searchRequestToken=f088b7af-2430-47be-b4f6-a0b6e6c5539a,Software Developer,Halo Consulting Ltd
198,https://www.seek.co.nz/job/50053590?type=standout#searchRequestToken=f088b7af-2430-47be-b4f6-a0b6e6c5539a,Senior Full Stack Engineer,Plexure Limited
199,https://www.seek.co.nz/job/50053501?type=standard#searchRequestToken=f088b7af-2430-47be-b4f6-a0b6e6c5539a,Full Stack Developer/Software Developer,Healthy Homes New Zealand
200,https://www.seek.co.nz/job/50051947?type=standout#searchRequestToken=f088b7af-2430-47be-b4f6-a0b6e6c5539a,C++ Gameplay Programmer,Grinding Gear Games
201,https://www.seek.co.nz/job/50051094?type=standout#searchRequestToken=7bbb8c87-f346-4f76-a103-d253792542a6,Data Engineer,Recruit IT – Your IT Career and Contract Specialists
202,https://www.seek.co.nz/job/50051064?type=standout#searchRequestToken=7bbb8c87-f346-4f76-a103-d253792542a6,Software Implementation Consultant,simPRO Software Limited
203,https://www.seek.co.nz/job/50050971?type=standout#searchRequestToken=7bbb8c87-f346-4f76-a103-d253792542a6,Senior Data Insights Analyst (SAS / SQL),Momentum Consulting Group
204,https://www.seek.co.nz/job/50046264?type=standout#searchRequestToken=7bbb8c87-f346-4f76-a103-d253792542a6,Developers (Senior & Intermediate) - Technology,Xero
205,https://www.seek.co.nz/job/50046112?type=standout#searchRequestToken=7bbb8c87-f346-4f76-a103-d253792542a6,Infrastructure Cloud Engineer,40 Foot Consulting Limited
206,https://www.seek.co.nz/job/50045480?type=standard#searchRequestToken=7bbb8c87-f346-4f76-a103-d253792542a6,AWS Allstar,Viotel Ltd.
207,https://www.seek.co.nz/job/50045410?type=standout#searchRequestToken=7bbb8c87-f346-4f76-a103-d253792542a6,Cloud Architect - Data and Analytics,Theta
208,https://www.seek.co.nz/job/50043956?type=standout#searchRequestToken=7bbb8c87-f346-4f76-a103-d253792542a6,Intermediate/Senior frontend to join growing SaaS company: Get in quick,Hectre
209,https://www.seek.co.nz/job/50041805?type=standout#searchRequestToken=7bbb8c87-f346-4f76-a103-d253792542a6,Flight Software Engineer,Rocket Lab
210,https://www.seek.co.nz/job/50041013?type=standout#searchRequestToken=7bbb8c87-f346-4f76-a103-d253792542a6,Full Stack Developer,40 Foot Consulting Limited
211,https://www.seek.co.nz/job/50040108?type=standout#searchRequestToken=7bbb8c87-f346-4f76-a103-d253792542a6,Software Development Teacher,Take2
212,https://www.seek.co.nz/job/50039680?type=standard#searchRequestToken=7bbb8c87-f346-4f76-a103-d253792542a6,Data Analyst,Maxwin Capital Investment Limited
213,https://www.seek.co.nz/job/50039361?type=standard#searchRequestToken=7bbb8c87-f346-4f76-a103-d253792542a6,Developer Programmer,Medi-Freight Logistics NZ Limited
214,https://www.seek.co.nz/job/50037398?type=standout#searchRequestToken=7bbb8c87-f346-4f76-a103-d253792542a6,Full Stack Angular Developer,Absolute IT Limited
215,https://www.seek.co.nz/job/50035633?type=standout#searchRequestToken=7bbb8c87-f346-4f76-a103-d253792542a6,Data Engineer.,Woolworths NZ Ltd
216,https://www.seek.co.nz/job/50035322?type=standout#searchRequestToken=7bbb8c87-f346-4f76-a103-d253792542a6,Python Developer,Rocket Lab
217,https://www.seek.co.nz/job/50035266?type=standard#searchRequestToken=7bbb8c87-f346-4f76-a103-d253792542a6,Principal Software Engineer,Twoticks
218,https://www.seek.co.nz/job/50034264?type=standout#searchRequestToken=7bbb8c87-f346-4f76-a103-d253792542a6,Data Visualisation Specialist,Potentia
219,https://www.seek.co.nz/job/50033509?type=standout#searchRequestToken=7bbb8c87-f346-4f76-a103-d253792542a6,Data Engineer,LPS
220,https://www.seek.co.nz/job/50033336?type=standard#searchRequestToken=7bbb8c87-f346-4f76-a103-d253792542a6,Operations Engineer - Linux,SMX Limited
221,https://www.seek.co.nz/job/41293842?type=standout#searchRequestToken=0bd2a77b-d8eb-445b-9a1e-1e03a3ff4a09,Software Engineer C++ / Machine Vision . AR . 3D / $150k neg,Enterprise Technology Recruitment Ltd
222,https://www.seek.co.nz/job/41325948?type=standout#searchRequestToken=0bd2a77b-d8eb-445b-9a1e-1e03a3ff4a09,Senior Full Stack JS Engineer,Potentia
