,URL,Sentence
240,https://www.seek.co.nz/job/50156783?type=standard#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,"We are looking for someone with a strong technology background and who enjoys solving complex problems. You will have experience in a range of current analytics tools such as SQL, R, SAS and an interest in learning more about AML and Financial Services. Our team is involved in multiple projects across the bank, and you will participate in those. A key part of our success is engaging with a range of stakeholders and being able to clearly explain technical concepts."
241,https://www.seek.co.nz/job/50156783?type=standard#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Key to your success will be:
242,https://www.seek.co.nz/job/50156783?type=standard#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Demonstrated experience in data analytics (statistical modelling experience is ideal)
243,https://www.seek.co.nz/job/50156783?type=standard#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Previous SQL experience and use of other tools to extract and utilise complex data sets from a range of data sources
244,https://www.seek.co.nz/job/50156783?type=standard#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,A background within Financial Services. AML and/or Fraud is preferable but not essential
245,https://www.seek.co.nz/job/50156783?type=standard#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Excellent interpersonal and communication skills
246,https://www.seek.co.nz/job/50156783?type=standard#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,An analytical and investigative approach to problem solving
247,https://www.seek.co.nz/job/50156783?type=standard#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Strong continuous improvement mind-set
248,https://www.seek.co.nz/job/50156783?type=standard#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Tertiary qualification in a numerical discipline preferred
249,https://www.seek.co.nz/job/50156783?type=standard#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Working for ASB
250,https://www.seek.co.nz/job/50156783?type=standard#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,"At ASB, we are committed to our vision and values of Integrity, Caring, Passion, Courage and United. Our strength comes from caring about our people, our customers, our community and environment."
251,https://www.seek.co.nz/job/50156783?type=standard#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,"As a values driven organisation we are committed to providing a diverse and inclusive work environment, where we bring our different perspectives and strengths to achieve ASB goals together. We offer excellent career progression opportunities, a flexible and supportive culture; we help our people grow and celebrate together."
252,https://www.seek.co.nz/job/50156783?type=standard#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,For more information see the attached position description. Please note that all applications must be received via our careers site online.
253,https://www.seek.co.nz/job/50156783?type=standard#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Applications close Monday 13 July at 12 pm
254,https://www.seek.co.nz/job/50156783?type=standard#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,"‘We value interest from offshore talent for our future pipelines, however due to current Covid19 border restrictions and uncertainty, we are unable to sponsor offshore applicants at this time’. "
255,https://www.seek.co.nz/job/50156576?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,"Their team is made up of passionate and talented people. They’re looking for someone who is a team player, a great communicator, adaptable, and someone who thrives in creating solutions and turning ideas into action."
256,https://www.seek.co.nz/job/50156576?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,"Technically, you’d be experienced in delivering quality back end software using .Net."
257,https://www.seek.co.nz/job/50156576?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,"Champion best practices in software engineering, DevOps automation/monitoring, and quality control"
258,https://www.seek.co.nz/job/50156576?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,"A relaxed work environment, complete with break out spaces, quiet space, collaborative workspaces… and of course a ping pong table!"
259,https://www.seek.co.nz/job/50156576?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,They have great offices on the North Shore that is close to key transport hubs. 
260,https://www.seek.co.nz/job/50156576?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Being a part of a fast-growing global company 
261,https://www.seek.co.nz/job/50156576?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,An opportunity to supercharge your career
262,https://www.seek.co.nz/job/50156576?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Your birthday off! Because no one should have to work on their birthday
263,https://www.seek.co.nz/job/50156390?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,"This newly created Auckland based role will be responsible for the vision andleadership of the Plexure data engineering practice driving the strategy, planning and hands on execution needed to take our data engineering team into the next stage of their growth cycle.  "
264,https://www.seek.co.nz/job/50156390?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,About the Role:
265,https://www.seek.co.nz/job/50156390?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,What you’ll need to be successful:
266,https://www.seek.co.nz/job/50156390?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,10+ years hands-on experience delivering real-time data engineering solutions at extreme scale
267,https://www.seek.co.nz/job/50156390?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,"5+ years of experience in successfully hiring, growing, and mentoring a high-performance team "
268,https://www.seek.co.nz/job/50156390?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Exceptional leadership skills with the ability to influence effectively without direct authority
269,https://www.seek.co.nz/job/50156390?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,"Experience working with Big Data Platforms and database technologies including SQL, and noSQL technologies such as DynamoDB and CosmosDB. "
270,https://www.seek.co.nz/job/50156390?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Strong understanding of cloud computing utilizing AWS and Azure. 
271,https://www.seek.co.nz/job/50156390?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,"Understanding of global Data Privacy requirements, especially GDPR and CCPA, and their influence on data architecture"
272,https://www.seek.co.nz/job/50156390?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,A passion for lean software delivery working within an agile environment is highly desirable 
273,https://www.seek.co.nz/job/50156390?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,"You'd be joining an innovative and results focused business with a growth mindset and a love of celebrating success with food and festivities; whether that’s through our daily 3pm snacks, weekly Friday drinks, monthly morning teas, or regular celebrations just for the sake of celebrating."
274,https://www.seek.co.nz/job/50156390?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,"Our platform is cloud first &amp; our teams have successfully transitioned to a fully remote operational model giving them greater flexibility &amp; autonomy. When back at work, our open plan office aids both work and play with a pool table, board games and large break out spaces with lots of comfy couches."
275,https://www.seek.co.nz/job/50156390?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0, 
276,https://www.seek.co.nz/job/50155827?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,"We are a small but fully self-funded New Zealand based company, delivering highly valued general-purpose APIs across the globe."
277,https://www.seek.co.nz/job/50155827?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,This role is for a 100% remote position (work from home)
278,https://www.seek.co.nz/job/50155827?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,We are looking for someone who:
279,https://www.seek.co.nz/job/50155827?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Is a true polyglot / full-stack developer
280,https://www.seek.co.nz/job/50155827?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Understands distributed and high traffic systems
281,https://www.seek.co.nz/job/50155827?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Is a problem solver with a high degree of self-sufficiency
282,https://www.seek.co.nz/job/50155827?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Is reliable and dependable
283,https://www.seek.co.nz/job/50155827?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Can work from home comfortably
284,https://www.seek.co.nz/job/50155827?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,To apply for this role you'll need:
285,https://www.seek.co.nz/job/50155827?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,At least 5 years commercial experience
286,https://www.seek.co.nz/job/50155827?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Relevant qualifications
287,https://www.seek.co.nz/job/50155827?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,"Strong experience with Java, PHP, HTML5 and JavaScript"
288,https://www.seek.co.nz/job/50155827?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Experience with Linux and open source software
289,https://www.seek.co.nz/job/50155827?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Experience with Test Driven Development
290,https://www.seek.co.nz/job/50155827?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Experience with Git
291,https://www.seek.co.nz/job/50155827?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,You must have the right to live and work in New Zealand to apply for this job.
292,https://www.seek.co.nz/job/50155827?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0, 
293,https://www.seek.co.nz/job/50156004?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,We are on the lookout for a dynamic and proactive GIS Data Analyst to join a planning team on a full time temporary basis. 
294,https://www.seek.co.nz/job/50156004?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,"This position would suit a self-motivated individual who enjoys visualising geospatial information, interpreting facts and figures, analysing trends and identifying options."
295,https://www.seek.co.nz/job/50156004?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,To be successful in the role you will need to be:
296,https://www.seek.co.nz/job/50156004?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Experienced in using Geospatial Information Systems (GIS) such as map info
297,https://www.seek.co.nz/job/50156004?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Able to deliver timely and accurate maps and analysis with a high degree of speed and accuracy
298,https://www.seek.co.nz/job/50156004?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Able to interpret detailed data
299,https://www.seek.co.nz/job/50156004?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Able to understand complex design concepts
300,https://www.seek.co.nz/job/50156004?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Able to present comprehensive reports confidently to multiple stakeholders
301,https://www.seek.co.nz/job/50156004?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,If you are looking for your next role and have experience using Geospatial Information Systems we would love to hear from you.
302,https://www.seek.co.nz/job/50155362?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Exciting Auckland based technical leadership opportunity
303,https://www.seek.co.nz/job/50155362?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Senior/Consulting Architecture role with hands-on development component 
304,https://www.seek.co.nz/job/50155362?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Join an innovative market leader creating world-class tech solutions 
305,https://www.seek.co.nz/job/50155362?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,8+ years development experience in .Net or Java frameworks
306,https://www.seek.co.nz/job/50155362?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,"Strong experience with web application frameworks (MVC, ASP.Net core)"
307,https://www.seek.co.nz/job/50155362?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Strong understanding and experience with modern development methodologies and web design principles
308,https://www.seek.co.nz/job/50155362?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Extensive knowledge of architecture and design principles for modern web and cloud architectures 
309,https://www.seek.co.nz/job/50155362?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,AWS and/or Azure nd/or GCS experience 
310,https://www.seek.co.nz/job/50155362?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Client facing experience 
311,https://www.seek.co.nz/job/50155362?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Knowledge and experience with front end tools such as Angular and ReactJS
312,https://www.seek.co.nz/job/50155362?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Knowledge and experience with SQL/NoSQL and database design
313,https://www.seek.co.nz/job/50155362?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,"Experience with implementing automated unit and integration testing strategy, design and implementation "
314,https://www.seek.co.nz/job/50155362?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Agile development methodologies experience 
315,https://www.seek.co.nz/job/50155362?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,Excellent communication skills
316,https://www.seek.co.nz/job/50155362?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,"Ability to make presentations to team members, customers and clients"
317,https://www.seek.co.nz/job/50155362?type=standout#searchRequestToken=c398dd64-edd4-41fa-8e7f-f80d62c67be0,"Experience managing, multitasking and working in high intensity, fast-moving environments "
318,https://www.seek.co.nz/job/50155245?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"The energy industry is evolving fast, so we are too; Genesis is leading the way in providing simple, smart energy solutions and services to New Zealanders, we do this by making it easy for customers to power their homes and businesses."
319,https://www.seek.co.nz/job/50155245?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,About the role:
320,https://www.seek.co.nz/job/50155245?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"Due to an internal move, we're now on the hunt for an experienced and highly motivated Data Engineer who will be responsible for developing the data pipelines, business insights and advanced analytics across Genesis."
321,https://www.seek.co.nz/job/50155245?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Responsibilities:
322,https://www.seek.co.nz/job/50155245?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Maximise value of our information assets by establishing a common and extensible BI and data capability that can support data driven insights.
323,https://www.seek.co.nz/job/50155245?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"Analysing data sources, designing and overseeing implementation of data stores that can be consumed and re-used in a self-service capacity by the business intelligence and analytics community across Genesis."
324,https://www.seek.co.nz/job/50155245?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Helping the business compile and maintain metadata and the business lexicon to support common understanding and consistent use of data.
325,https://www.seek.co.nz/job/50155245?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Assist in troubleshooting and guiding resolution on data platform related problems in a timely and accurate fashion.
326,https://www.seek.co.nz/job/50155245?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"Analysing data sources, modelling the data architecture, developing the data integration and target data."
327,https://www.seek.co.nz/job/50155245?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,About you:
328,https://www.seek.co.nz/job/50155245?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"At least 5 years' experience in design and implementation of Azure Data Warehousing, Business Intelligence positions or relevant areas of business."
329,https://www.seek.co.nz/job/50155245?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,5+ years' hands on experience with CI/CD - ADO.
330,https://www.seek.co.nz/job/50155245?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,5+ years' experience with data modelling and data integration functions.
331,https://www.seek.co.nz/job/50155245?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Experienced in Microsoft Azure and Power BI.
332,https://www.seek.co.nz/job/50155245?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Strong analytical and conceptual skills.
333,https://www.seek.co.nz/job/50155245?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"As well as the above, you'll be a natural with stakeholders, building and maintaining relationships with ease. You'll also have a collaborative and engaging style and a strong understanding of commercial drivers, with the ability to analyse information and present your findings to your audience. You will also be able to easily adapt and re-prioritise in an evolving Agile environment."
334,https://www.seek.co.nz/job/50155245?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Our Culture:
335,https://www.seek.co.nz/job/50155245?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"Here at Genesis, you'll find a dynamic and supportive working environment where you can join a diverse team of committed and talented people. We provide our staff with competitive packages, ongoing development and learning opportunities, we support flexible working, diversity and inclusiveness and no corporate suits required here - jeans are welcome every day with our 'dress for your day' policy."
336,https://www.seek.co.nz/job/50155245?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"Please note, our Auckland office is relocating to Wynyard Quarter in late 2020."
337,https://www.seek.co.nz/job/50155245?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"Create your world of tomorrow, at Genesis."
338,https://www.seek.co.nz/job/50154676?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Fantastic opportunity within ASB's Retail Analytics team
339,https://www.seek.co.nz/job/50154676?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"Lead a small team and get involved in stress testing, statistical modelling &amp; credit risk scorecards"
340,https://www.seek.co.nz/job/50154676?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"Prime waterfront location, attractive banking and remuneration benefits, flexible work practices and career development"
341,https://www.seek.co.nz/job/50154676?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"ASB's The Retail Analytics department within Credit Risk Management ensures that our consumer lending portfolios are managed within the bank's risk appetite, whilst supporting the business in delivery of its growth objectives. We are passionate about using technology, data and advanced analytics to continually optimise credit decisioning and outcomes."
342,https://www.seek.co.nz/job/50154676?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,The role
343,https://www.seek.co.nz/job/50154676?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Working in the Retail Analytics Stress Testing team you will be responsible for delivering projections of impairment costs and capital consumption for the bank's retail portfolios under a series of different economic scenarios.
344,https://www.seek.co.nz/job/50154676?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"To do this you will nurture a modelling and forecasting centre of excellence, to provide senior executives with this vital service to inform their strategic planning process for the retail bank business. You will also undertake research to provide contextualisation for your forecast results."
345,https://www.seek.co.nz/job/50154676?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"This is a fundamental capability for the bank to enable robust financial and capital planning, and is increasingly a focus for ASB's leadership team, our parent company and our regulators. Success in this role is for the team to be truly seen by business partners as ""trusted advisors"" providing proactive insights that support decision making."
346,https://www.seek.co.nz/job/50154676?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"This is a leadership role and as such you will be expected to contribute to the strategic direction of the wider retail analytics team, as well as instilling a strong risk culture across the team."
347,https://www.seek.co.nz/job/50154676?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,What we are looking for:
348,https://www.seek.co.nz/job/50154676?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,5+ years of relevant experience leading data analytics work within a credit risk management area
349,https://www.seek.co.nz/job/50154676?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,2 + years team leadership experience
350,https://www.seek.co.nz/job/50154676?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"Strong analytical skill with the ability to frame &amp; solve problems, present results and recommend actions"
351,https://www.seek.co.nz/job/50154676?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Familiarity with methods of calculation of impairment provision and regulatory capital
352,https://www.seek.co.nz/job/50154676?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"Data mining (SAS, SQL, R, Python) experience, with strong coding discipline"
353,https://www.seek.co.nz/job/50154676?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"Experience leading model developments using linear/non-linear regression or alternative statistical techniques, ideally in risk forecasting or econometric modelling"
354,https://www.seek.co.nz/job/50154676?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Deep understanding of macroeconomics and financial markets
355,https://www.seek.co.nz/job/50154676?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Strong relationship management skills to engage senior stakeholders &amp; colleagues alike to understand business objectives whilst fostering a collaborative environment.
356,https://www.seek.co.nz/job/50154676?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Working for ASB
357,https://www.seek.co.nz/job/50154676?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"ASB's sense of who we are and what we stand for is grounded in our values. They guide our business in our day-to-day interactions with our team, customers and community. They are what makes ASB - ASB."
358,https://www.seek.co.nz/job/50154676?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"Along with our interactions, values guide our actions and conduct, making ASB a safe and inclusive environment for both our people and our customers. They show that we care, are passionate and courageous, and that we act with integrity. Most importantly they unite us - because they are ASB."
359,https://www.seek.co.nz/job/50154676?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"We offer a flexible and supportive work environment and offer an open and inclusive culture; a place where we welcome and value your individuality, ideas and goals."
360,https://www.seek.co.nz/job/50154676?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"To be considered, all applications need to be via our on-line career channels and will be treated with confidentiality. For more role-specific information, see the attached position description, or get in touch with Tracey Church tracey.church@asb.co.nz"
361,https://www.seek.co.nz/job/50154676?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Applications close Monday 13 July at 12 pm.
362,https://www.seek.co.nz/job/50154676?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"We value interest from offshore talent for our future pipelines, however due to current Covid19 border restrictions and uncertainty, we are unable to sponsor offshore applicants at this time."
363,https://www.seek.co.nz/job/50154421?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Degree in computer science or related field
364,https://www.seek.co.nz/job/50154421?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,4+ years experience in a software engineering background
365,https://www.seek.co.nz/job/50154421?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"Good experience working with big data technologies such as Hadoop, Spark etc"
366,https://www.seek.co.nz/job/50154421?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"Extensive experience with Python, SQL  "
367,https://www.seek.co.nz/job/50154421?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Experience with cloud based architecture
368,https://www.seek.co.nz/job/50153249?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Do you like working in a small team where you can make a real difference?  
369,https://www.seek.co.nz/job/50153249?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"We are a small dynamic company, delivering highly valued tools to the health sector in Australasia, and we are seeking an experienced senior developer, who will play a critical role in developing and managing our SaaS products and taking them to the next level."
370,https://www.seek.co.nz/job/50153249?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"We have a history of getting things done fast and we have the backing of a strong and growing client base.  Energised by the challenge and opportunity of new and disruptive technologies we need a hands-on experienced technology leader, that wants to make their mark in the SaaS world. You will be driving the technical direction of the next phase of our SaaS products, working across the full SDLC and external APIs."
371,https://www.seek.co.nz/job/50153249?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,We are looking for someone who 
372,https://www.seek.co.nz/job/50153249?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Loves a challenge
373,https://www.seek.co.nz/job/50153249?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Is really positive and passionate to achieve
374,https://www.seek.co.nz/job/50153249?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Is a problem solver with a high degree of self-sufficiency
375,https://www.seek.co.nz/job/50153249?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Is a creative and innovative thinker
376,https://www.seek.co.nz/job/50153249?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"Is an excellent communicator – with colleagues, clients and users"
377,https://www.seek.co.nz/job/50153249?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Has experience with continuous deployment and agile methodologies
378,https://www.seek.co.nz/job/50153249?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Values clean and maintainable code 
379,https://www.seek.co.nz/job/50153249?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Detail oriented without losing track of the big picture
380,https://www.seek.co.nz/job/50153249?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"Reliable and dependable, gets the job done"
381,https://www.seek.co.nz/job/50153249?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Is comfortable working in a fast-paced environment with project deadlines
382,https://www.seek.co.nz/job/50153249?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1, 
383,https://www.seek.co.nz/job/50153249?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Experience:
384,https://www.seek.co.nz/job/50153249?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,6+ years’ experience as a Developer with PHP
385,https://www.seek.co.nz/job/50153249?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Strong experience with relational databases (MySQL) and ODBC connections
386,https://www.seek.co.nz/job/50153249?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Linux Server management / Apache
387,https://www.seek.co.nz/job/50153249?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"Knowledge and experience with modern JavaScript libraries and frameworks (React JS), tools and plugins"
388,https://www.seek.co.nz/job/50153249?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"Website frontend UI - HTML, CSS, JavaScript"
389,https://www.seek.co.nz/job/50153249?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,Experienced with Git
390,https://www.seek.co.nz/job/50153249?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"Web APIs, Internal and public RESTful Web APIs"
391,https://www.seek.co.nz/job/50153249?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"Wordpress, visual design and user experience skills "
392,https://www.seek.co.nz/job/50153249?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,What to expect    
393,https://www.seek.co.nz/job/50153249?type=standout#searchRequestToken=8832f5d8-0084-4464-8014-98091f7cecd1,"We have a relaxed, flexible working environment. We are focused on long term relationships and using technology to make life easier, making sure we have lots of fun along the way. "
